,index,ICAO Empresa Aérea,Número Voo,Código Autorização (DI),Código Tipo Linha,ICAO Aeródromo Origem,ICAO Aeródromoo Destino
8588,772664,GLO,1093,0,R,SBGL,SBGR
8589,772665,GLO,1076,0,R,SBGR,SBRJ
8590,772683,GLO,2154,0,C,SBGL,SBVT
8591,772687,GLO,2008,0,L,SBGL,SBBE
8592,772694,GLO,2078,0,C,SBGL,SBRF
8593,772701,GLO,1079,0,R,SBRJ,SBGR
8594,772708,GLO,1316,0,R,SBGR,SBCF
8595,772719,GLO,1135,0,R,SBCT,SBSP
8596,772745,TAM,3317,0,N,SBSP,SBJA
8597,772746,GLO,1119,0,R,SBCT,SBGR
8598,772750,GLO,1081,0,R,SBRJ,SBGR
8599,772756,GLO,1726,0,R,SBBR,SBEG
8600,772765,GLO,1708,0,R,SBBR,SBFZ
8601,772775,GLO,1694,0,R,SBGR,SBSV
8602,772777,GLO,1233,0,R,SBPA,SBGR
8603,772780,GLO,1078,0,R,SBGR,SBRJ
8604,772789,GLO,1616,0,R,SBGR,SBRF
8605,772808,GLO,1110,0,R,SBGR,SBMG
8606,772820,GLO,1063,0,C,SBGL,SBSP
8607,772828,GLO,1083,0,R,SBRJ,SBGR
8608,772848,GLO,2065,0,R,SBBR,SBRJ
8609,772852,GLO,1524,0,L,SBGR,SBFZ
8610,772853,GLO,1102,0,R,SBGR,SBLO
8611,772863,GLO,1453,0,R,SBBR,SBSP
8612,772870,AZU,6975,0,R,SBRJ,SBCF
8613,772871,GLO,1370,0,R,SBGR,SBUL
8614,772879,TAM,3366,0,N,SBGR,SBPA
8615,772883,GLO,1029,0,R,SBRJ,SBSP
8616,772896,GLO,2067,0,R,SBBR,SBRJ
8617,772903,GLO,1512,0,L,SBSP,SBPS
8618,772908,GLO,1490,0,R,SBSP,SBCG
8619,772909,AZU,5340,0,R,SBCF,SBMK
8620,772915,GLO,1035,0,R,SBRJ,SBSP
8621,772931,AZU,2726,0,R,SBPA,SBCT
8622,772935,GLO,1039,0,R,SBRJ,SBSP
8623,772941,GLO,1236,0,R,SBGR,SBPA
8624,772950,GLO,1572,0,R,SBSP,SBSV
8625,772952,AZU,2796,0,E,SBSP,SBCT
8626,772966,GLO,1124,0,R,SBGR,SBCT
8627,772967,GLO,1042,0,R,SBSP,SBRJ
8628,772969,AZU,2736,0,R,SBSP,SBCF
8629,772971,AZU,2807,0,E,SBCT,SBSP
8630,772994,GLO,1296,0,R,SBGR,SBCH
8631,773004,AZU,2894,0,R,SBPA,SBSP
8632,773009,GLO,1757,0,R,SBCT,SBBR
8633,773015,GLO,2121,0,R,SBPA,SBGL
8634,773022,GLO,2068,0,R,SBRJ,SBBR
8635,773036,GLO,1126,0,R,SBGR,SBCT
8636,773047,AZU,2661,0,R,SBCF,SBSP
8637,773073,GLO,2057,0,R,SBCF,SBRJ
8638,773084,AZU,2476,0,R,SBSP,SBPA
8639,773091,GLO,2092,0,R,SBRJ,SBCT
8640,773094,AZU,2806,0,R,SBSP,SBCF
8641,773102,AZU,5376,0,R,SBRJ,SBCF
8642,773105,GLO,1526,0,R,SBGR,SBFZ
8643,773114,GLO,1834,0,C,SBCF,SBSV
8644,773135,GLO,2152,0,C,SBGL,SBNF
8645,773137,GLO,1646,0,R,SBGR,SBEG
8646,773140,GLO,2058,0,R,SBRJ,SBCF
8647,773146,GLO,1798,0,R,SBBR,SBRB
8648,773148,GLO,2188,0,C,SBGL,SBCF
8649,773175,GLO,2180,0,C,SBGL,SBFZ
8650,773183,GLO,1504,0,R,SBGR,SBAR
8651,773208,GLO,1590,0,R,SBGR,SBSG
8652,773209,AZU,5250,0,R,SBCF,SBPV
8653,773214,TAM,4517,0,N,SBGR,SBFL
8654,773238,TAM,3848,0,N,SBCF,SBGR
8655,773242,AZU,2990,0,E,SBCT,SBSP
8656,773248,TAM,3652,0,N,SBCF,SBSP
8657,773256,TAM,3254,0,N,SBSP,SBRP
8658,773258,AZU,2658,0,R,SBSP,SBCF
8659,773260,TAM,4565,0,N,SBCT,SBSP
8660,773265,AZU,4953,0,R,SBPA,SBFL
8661,773266,AZU,5759,0,R,SBGL,SBCF
8662,773271,GLO,1615,0,R,SBRF,SBGR
8663,773286,GLO,1692,0,R,SBGR,SBSV
8664,773288,AZU,6971,0,N,SBRF,SBFZ
8665,773289,AZU,4948,0,R,SBCF,SBVT
8666,773297,AZU,5322,0,R,SBGR,SBPA
8667,773300,AZU,2962,0,R,SBKP,SBDO
8668,773308,AZU,4434,0,R,SBKP,SBFZ
8669,773309,TAM,3573,0,N,SBGR,SBFL
8670,773311,GLO,1009,0,R,SBRJ,SBSP
8671,773316,AZU,5394,0,R,SBCF,SBIL
8672,773317,AZU,5160,0,R,SBSP,SBCF
8673,773321,AZU,4364,0,R,SBCF,SBUL
8674,773325,AZU,2818,0,R,SBKP,SBML
8675,773336,GLO,2192,0,R,SBRJ,SBVT
8676,773346,GLO,1748,0,R,SBBR,SBRF
8677,773348,AZU,2486,0,R,SBPA,SBCT
8678,773349,AZU,2640,0,R,SBSP,SBPA
8679,773353,GLO,1586,0,R,SBGR,SBSG
8680,773354,GLO,1412,0,R,SBGR,SBBR
8681,773360,TAM,3255,0,N,SBRF,SBGR
8682,773362,AZU,5326,0,R,SBGR,SBCF
8683,773374,GLO,1967,0,C,SBGL,SBSP
8684,773379,TAM,3228,0,N,SBBR,SBGR
8685,773386,AZU,5088,0,R,SBGR,SBFL
8686,773396,AZU,2454,0,R,SBPA,SBCT
8687,773404,AZU,2994,0,E,SBSP,SBCF
8688,773406,TAM,3378,0,N,SBSP,SBBR
8689,773415,AZU,2842,0,R,SBCF,SBRF
8690,773420,AZU,5014,0,R,SBGR,SBBR
8691,773430,AZU,2624,0,R,SBKP,SBAR
8692,773431,AZU,2974,0,R,SBGR,SBRF
8693,773433,AZU,2592,0,R,SBCT,SBPS
8694,773435,TAM,4547,0,N,SBGR,SBCT
8695,773439,AZU,2542,0,R,SBRF,SBSV
8696,773445,TAM,4742,0,N,SBRF,SBCF
8697,773452,AZU,4371,0,N,SBKP,SBJV
8698,773459,AZU,4977,0,R,SBRF,SBUL
8699,773463,AZU,4190,0,R,SBPA,SBFL
8700,773466,AZU,2672,0,R,SBCF,SBFI
8701,773473,AZU,2987,0,E,SBCF,SBSP
8702,773478,AZU,6402,0,R,SBKP,SBSV
8703,773485,GLO,2184,0,C,SBGL,SBCF
8704,773487,AZU,6438,0,R,SBCT,SBRJ
8705,773489,AZU,4941,0,R,SBRF,SBCT
8706,773490,AZU,2492,0,R,SBRF,SBBE
8707,773494,AZU,5207,0,R,SBRF,SBGO
8708,773505,AZU,5255,0,R,SBPA,SBKP
8709,773509,AZU,5023,0,R,SBPA,SBFL
8710,773513,TAM,3256,0,N,SBGR,SBRF
8711,773514,AZU,5116,0,R,SBPA,SBGR
8712,773532,AZU,5354,0,E,SBKP,SBMO
8713,773546,AZU,5359,0,R,SBGR,SBCT
8714,773548,AZU,5288,0,R,SBKP,SBAE
8715,773552,AZU,2459,0,R,SBKP,SBEG
8716,773559,AZU,5302,0,R,SBCF,SBSV
8717,773562,AZU,5268,0,R,SBCF,SBMO
8718,773569,AZU,5330,0,R,SBBR,SBPS
8719,773578,AZU,5271,0,N,SBCF,SBKP
8720,773589,GLO,1656,0,R,SBSP,SBIL
8721,773607,AZU,4480,0,R,SBKP,SBAR
8722,773610,AZU,2516,0,R,SBKP,SBRF
8723,773616,AZU,2484,0,E,SBCT,SBSP
8724,773620,TAM,3694,0,R,SBGL,SBSL
8725,773624,AZU,4099,0,R,SBKP,SBSV
8726,773645,AZU,4205,0,R,SBKP,SBCR
8727,773646,TAM,3396,0,R,SBGL,SBGR
8728,773665,AZU,6425,0,R,SBPA,SBCT
8729,773673,AZU,5159,0,R,SBGR,SBPA
8730,773682,GLO,1608,0,R,SBGR,SBPS
8731,773685,AZU,2886,0,R,SBRF,SBFN
8732,773686,TAM,4743,0,R,SBBR,SBKP
8733,773687,AZU,2435,0,E,SBSP,SBCF
8734,773691,AZU,2588,0,R,SBKP,SBSV
8735,773693,AZU,5335,0,R,SBGR,SBRJ
8736,773702,AZU,4056,0,E,SBKP,SBIL
8737,773703,GLO,2083,0,C,SBRF,SBGL
8738,773706,AZU,2843,0,R,SBRF,SBCF
8739,773708,GLO,1986,0,C,SBPA,SBCT
8740,773712,AZU,5110,0,R,SBCT,SBLO
8741,773723,AZU,2975,0,R,SBRF,SBGR
8742,773725,AZU,4114,0,R,SBPA,SBCT
8743,773729,AZU,2431,0,R,SBCF,SBGR
8744,773733,TAM,4734,0,N,SBKP,SBBR
8745,773738,TAM,3127,0,N,SBSP,SBFL
8746,773753,AZU,4426,0,R,SBKP,SBMO
8747,773754,GLO,1218,0,N,SBSP,SBPA
8748,773764,AZU,2846,0,R,SBPA,SBGR
8749,773769,AZU,5001,0,R,SBGR,SBPA
8750,773777,AZU,2514,0,R,SBCT,SBPA
8751,773780,AZU,5706,0,R,SBCF,SBUL
8752,773784,AZU,5342,0,R,SBGR,SBVT
8753,773808,AZU,4481,0,N,SBKP,SBML
8754,773831,TAM,4546,0,N,SBCF,SBSP
8755,773832,AZU,5760,0,R,SBGR,SBFL
8756,773838,GLO,2069,0,R,SBBR,SBRJ
8757,773845,TAM,3768,0,R,SBGL,SBSP
8758,773853,AZU,2925,0,R,SBCF,SBRJ
8759,773858,TAM,3622,0,N,SBGR,SBSL
8760,773868,AZU,4042,0,R,SBGR,SBRJ
8761,773870,GLO,1418,0,R,SBGR,SBBR
8762,773874,AZU,4124,0,R,SBGR,SBCT
8763,773884,GLO,2198,0,R,SBRJ,SBVT
8764,773899,LTG,8478,0,G,SBKP,SBEG
8765,773904,GLO,1930,0,R,SBPA,SBFL
8766,773929,AZU,2837,0,N,SBRJ,SBPA
8767,773962,GLO,1130,0,R,SBSP,SBCT
8768,774017,AZU,2837,0,N,SBPA,SBNF
8769,774063,GLO,1016,0,R,SBSP,SBRJ
8770,774068,GLO,1428,0,C,SBSP,SBGO
8771,774069,GLO,1718,0,R,SBBR,SBTE
8772,774082,GLO,1064,0,C,SBSP,SBGL
8773,774087,AZU,2666,0,R,SBKP,SBPA
8774,774094,AZU,4429,0,N,SBPA,SBFL
8775,774102,GLO,1777,0,R,SBPA,SBBR
8776,774124,GLO,2091,0,R,SBCT,SBRJ
8777,774127,GLO,1025,0,R,SBRJ,SBSP
8778,774130,GLO,2114,0,R,SBGL,SBPA
8779,774136,AZU,4326,0,N,SBKP,SBCG
8780,774164,AZU,2855,0,R,SBBR,SBCY
8781,774170,AZU,2754,0,R,SBPA,SBNM
8782,774171,GLO,1764,0,R,SBBR,SBFZ
8783,774184,GLO,1034,0,R,SBSP,SBRJ
8784,774187,GLO,2119,0,R,SBPA,SBGL
8785,774208,GLO,2066,0,R,SBRJ,SBBR
8786,774210,GLO,1172,0,R,SBGR,SBFI
8787,774211,AZU,5113,0,N,SBPA,SBCT
8788,774217,AZU,6901,0,R,SBRF,SBFZ
8789,774235,AZU,4060,0,R,SBCT,SBKP
8790,774241,AZU,5218,0,N,SBRJ,SBCP
8791,774264,AZU,2724,0,R,SBPA,SBFL
8792,774292,GLO,1417,0,R,SBBR,SBGR
8793,774293,AZU,6411,0,N,SBRJ,SBGR
8794,774307,AZU,4361,0,N,SBKP,SBCT
8795,774308,AZU,5024,0,N,SBRJ,SBKP
8796,774329,GLO,1742,0,R,SBBR,SBSV
8797,774333,TAM,4668,0,N,SBGR,SBSL
8798,774346,GLO,1698,0,R,SBGR,SBSV
8799,774363,GLO,1800,0,C,SBGL,SBMO
8800,774366,LTG,8410,0,G,SBKP,SBEG
8801,774395,AZU,5134,0,R,SBCF,SBPV
8802,774423,GLO,1984,0,C,SBPA,SBCT
8803,774436,GLO,2140,0,R,SBRJ,SBPA
8804,774455,AZU,4077,0,N,SBCF,SBKP
8805,774496,GLO,1914,0,R,SBGL,SBCF
8806,774498,GLO,2012,0,R,SBGL,SBAR
8807,774528,GLO,1013,0,R,SBRJ,SBSP
8808,774534,AZU,5162,0,N,SBBR,SBCF
8809,774538,AZU,4194,0,R,SBRF,SBBE
8810,774540,GLO,1134,0,R,SBSP,SBCT
8811,774547,GLO,1554,0,C,SBSP,SBRF
8812,774555,GLO,1446,0,R,SBSP,SBBR
8813,774601,AZU,5048,0,R,SBPA,SBCT
8814,774623,AZU,5138,0,R,SBKP,SBCH
8815,774630,GLO,2098,0,L,SBGL,SBSG
8816,774658,AZU,4116,0,N,SBPA,SBKP
8817,774676,GLO,1292,0,C,SBSP,SBJV
8818,774677,AZU,5108,0,N,SBCT,SBCF
8819,774687,GLO,1040,0,R,SBSP,SBRJ
8820,774688,GLO,1067,0,C,SBGL,SBSP
8821,774692,GLO,1274,0,R,SBSP,SBCX
8822,774698,AZU,4449,0,N,SBPA,SBNF
8823,774719,GLO,1310,0,R,SBSP,SBCF
8824,774807,AZU,2832,0,N,SBPA,SBRJ
8825,774810,GLO,1460,0,R,SBBR,SBSP
8826,774824,GLO,1148,0,R,SBSP,SBCT
8827,774831,AZU,5031,0,N,SBCF,SBKP
8828,774849,TAM,4511,0,N,SBPA,SBGR
8829,774871,GLO,2100,0,L,SBGL,SBSG
8830,774876,AZU,2456,0,R,SBCF,SBMK
8831,774878,AZU,5060,0,R,SBKP,SBCG
8832,774950,GLO,1278,0,R,SBSP,SBNF
8833,774980,AZU,4080,0,N,SBKP,SBRF
8834,775037,GLO,2104,0,C,SBGL,SBEG
8835,775100,GLO,2038,0,R,SBGL,SBBR
8836,775102,GLO,1664,0,C,SBSP,SBPJ
8837,775203,GLO,2173,0,R,SBCF,SBGL
8838,775209,GLO,1071,0,C,SBGL,SBSP
8839,775236,GLO,2041,0,R,SBBR,SBGL
8840,775255,AZU,2953,0,N,SBCT,SBRJ
8841,775303,GLO,1750,0,R,SBBR,SBMA
8842,775334,GLO,2111,0,R,SBPA,SBGL
8843,775348,GLO,2141,0,R,SBPA,SBRJ
8844,775354,GLO,1922,0,R,SBPA,SBBR
8845,775387,GLO,1614,0,R,SBGR,SBRF
8846,775440,GLO,2113,0,R,SBPA,SBGL
8847,775452,GLO,1752,0,R,SBBR,SBBE
8848,775484,GLO,2143,0,R,SBPA,SBRJ
8849,775502,GLO,2081,0,C,SBRF,SBGL
8850,775511,GLO,1139,0,R,SBCT,SBSP
8851,775542,GLO,2170,0,R,SBGL,SBKG
8852,775600,GLO,2016,0,R,SBGL,SBAR
8853,775630,GLO,1702,0,R,SBBR,SBCF
8854,775632,AZU,2667,0,R,SBPA,SBKP
8855,775704,GLO,1993,0,C,SBKP,SBGL
8856,775709,GLO,2183,0,R,SBCF,SBGL
8857,775766,GLO,1736,0,R,SBBR,SBSL
8858,775800,AZU,5373,0,R,SBRF,SBFZ
8859,775880,GLO,1301,0,R,SBCF,SBSP
8860,775892,GLO,1701,0,R,SBCF,SBBR
8861,775894,GLO,1006,0,R,SBSP,SBRJ
8862,775895,GLO,1321,0,R,SBCF,SBGR
8863,775929,GLO,2052,0,R,SBRJ,SBCF
8864,775956,GLO,1011,0,R,SBRJ,SBSP
8865,775992,GLO,2064,0,R,SBRJ,SBBR
8866,776044,GLO,1138,0,R,SBSP,SBCT
8867,776045,GLO,1215,0,R,SBPA,SBSP
8868,776057,GLO,2000,0,C,SBGL,SBMO
8869,776087,GLO,1141,0,R,SBCT,SBSP
8870,776098,AZU,5171,0,R,SBCF,SBVG
8871,776148,AZU,4144,0,N,SBCF,SBKP
8872,776155,GLO,2074,0,C,SBGL,SBFI
8873,776169,GLO,1143,0,R,SBCT,SBSP
8874,776189,GLO,1045,0,R,SBRJ,SBSP
8875,776204,GLO,1327,0,R,SBCF,SBGR
8876,776221,GLO,1127,0,R,SBCT,SBGR
8877,776302,AZU,4139,0,N,SBKP,SBCF
8878,776317,GLO,1829,0,R,SBBR,SBGO
8879,776324,TAM,4651,0,N,SBGR,SBPA
8880,776344,GLO,1398,0,R,SBGR,SBVT
8881,776406,AZU,5327,0,R,SBCT,SBCF
8882,776427,GLO,2181,0,C,SBCF,SBGL
8883,776434,AZU,4072,0,N,SBPA,SBKP
8884,776446,AZU,2932,0,R,SBSP,SBCF
8885,776448,AZU,4357,0,R,SBKP,SBCF
8886,776477,AZU,6996,0,R,SBCF,SBSP
8887,776480,AZU,4066,0,N,SBKP,SBPA
8888,776486,GLO,2182,0,R,SBGL,SBCF
8889,776489,AZU,4940,0,R,SBCT,SBRF
8890,776491,AZU,2742,0,N,SBKP,SBRF
8891,776496,AZU,2964,0,R,SBCF,SBJP
8892,776498,AZU,4485,0,R,SBRF,SBCF
8893,776503,AZU,2850,0,R,SBKP,SBPF
8894,776512,AZU,2776,0,R,SBCT,SBLO
8895,776515,AZU,2935,0,R,SBRF,SBSG
8896,776523,TAM,3154,0,N,SBGR,SBGO
8897,776536,AZU,5276,0,R,SBKP,SBPS
8898,776537,AZU,2517,0,R,SBRF,SBKP
8899,776539,AZU,2744,0,N,SBRJ,SBGO
8900,776553,AZU,4020,0,R,SBRJ,SBGR
8901,776554,TAM,3580,0,N,SBSP,SBPS
8902,776562,TAM,3676,0,N,SBGR,SBPA
8903,776574,AZU,5304,0,R,SBKP,SBRF
8904,776579,AZU,2654,0,R,SBKP,SBJE
8905,776581,AZU,6919,0,N,SBGR,SBRJ
8906,776590,AZU,5248,0,R,SBKP,SBSG
8907,776594,AZU,5235,0,N,SBKP,SBGO
8908,776600,AZU,5350,0,N,SBRF,SBJE
8909,776605,AZU,6418,0,R,SBCT,SBRJ
8910,776612,AZU,2798,0,R,SBKP,SBSV
8911,776620,GLO,1860,0,R,SBRF,SBFN
8912,776631,AZU,4158,0,N,SBKP,SBCF
8913,776642,GLO,1328,0,R,SBGR,SBCF
8914,776646,AZU,6419,0,R,SBRJ,SBCT
8915,776648,LTG,8460,0,G,SBKP,SBEG
8916,776654,AZU,4131,0,R,SBGR,SBRJ
8917,776659,GLO,1944,0,R,SBGR,SBCT
8918,776660,GLO,1861,0,R,SBRF,SBGL
8919,776664,GLO,1747,0,R,SBRF,SBBR
8920,776670,AZU,2781,0,R,SBCF,SBRJ
8921,776682,AZU,2670,0,R,SBRJ,SBGR
8922,776686,AZU,4465,0,R,SBKP,SBCF
8923,776687,GLO,1947,0,R,SBCT,SBGR
8924,776691,AZU,5380,0,R,SBCT,SBMG
8925,776695,AZU,2496,0,R,SBGR,SBCF
8926,776725,AZU,2647,0,R,SBKP,SBPA
8927,776727,AZU,4462,0,N,SBCF,SBPS
8928,776728,AZU,5786,0,R,SBCF,SBCT
8929,776729,AZU,5796,0,R,SBCF,SBGL
8930,776759,TAM,3792,0,R,SBPA,SBGR
8931,776761,LCO,1501,0,G,SBKP,SBCT
8932,776762,AZU,4045,0,N,SBRJ,SBCF
8933,776791,AZU,2808,0,N,SBCF,SBKP
8934,776795,AZU,2772,0,N,SBCF,SBRJ
8935,776800,TAM,3837,0,R,SBGR,SBSV
8936,776815,GLO,1318,0,R,SBGR,SBCF
8937,776828,AZU,2991,0,N,SBKP,SBCF
8938,776833,AZU,5315,0,N,SBCT,SBKP
8939,776835,AZU,6936,0,N,SBCT,SBGR
8940,776838,AZU,2650,0,R,SBBR,SBKP
8941,776846,GLO,1642,0,R,SBGR,SBEG
8942,776850,TAM,4692,0,N,SBGL,SBRF
8943,776858,AZU,2634,0,R,SBCF,SBSP
8944,776865,TAM,3493,0,R,SBCF,SBSP
8945,776876,AZU,2799,0,N,SBCF,SBRJ
8946,776881,AZU,2665,0,N,SBGR,SBCF
8947,776891,AZU,4398,0,N,SBKP,SBCT
8948,776897,AZU,5184,0,R,SBKP,SBTG
8949,776900,AZU,2839,0,R,SBRF,SBJP
8950,776903,AZU,4969,0,N,SBKP,SBCX
8951,776906,AZU,4442,0,R,SBCF,SBGO
8952,776915,AZU,5175,0,R,SBKP,SBPF
8953,776949,AZU,2995,0,N,SBKP,SBPA
8954,776968,AZU,2733,0,N,SBGR,SBCF
8955,776971,AZU,4247,0,R,SBKP,SBPA
8956,776991,TAM,3064,0,N,SBRF,SBGR
8957,777017,AZU,4404,0,R,SBRJ,SBVT
8958,777031,AZU,2952,0,N,SBCF,SBCT
8959,777043,AZU,2668,0,R,SBGR,SBRJ
8960,777049,AZU,4109,0,N,SBCF,SBKP
8961,777052,AZU,4009,0,R,SBCF,SBRJ
8962,777079,GLO,1716,0,R,SBBR,SBCY
8963,777083,TAM,4608,0,N,SBSP,SBPA
8964,777108,AZU,4141,0,N,SBRJ,SBKP
8965,777134,TAM,4716,0,N,SBPA,SBCT
8966,777157,GLO,1551,0,C,SBRF,SBSP
8967,777173,GLO,1092,0,R,SBGR,SBGL
8968,777183,GLO,1150,0,R,SBSP,SBMG
8969,777189,GLO,2072,0,C,SBGL,SBFI
8970,777367,GLO,1031,0,R,SBRJ,SBSP
8971,777370,GLO,1340,0,R,SBGR,SBCT
8972,777377,GLO,1082,0,R,SBGR,SBRJ
8973,777405,GLO,2090,0,R,SBRJ,SBCT
8974,777455,GLO,2093,0,R,SBCT,SBRJ
8975,777488,ONE,6280,0,N,SBBR,SBPA
8976,777531,TAM,4650,0,N,SBGR,SBPA
8977,777537,GLO,1168,0,R,SBGR,SBFI
8978,777638,GLO,1060,0,C,SBSP,SBGL
8979,777657,GLO,1300,0,R,SBSP,SBCF
8980,777686,GLO,1007,0,R,SBRJ,SBSP
8981,777692,ONE,6281,0,N,SBPA,SBBR
8982,777748,GLO,1304,0,R,SBSP,SBCF
8983,777909,LAE,1819,0,G,SBKP,SBCT
8984,778091,GLO,1408,0,R,SBGR,SBBR
8985,778108,GLO,1160,0,R,SBSP,SBLO
8986,778126,GLO,1242,0,R,SBGR,SBFL
8987,778206,GLO,2172,0,R,SBCF,SBCJ
8988,778256,GLO,1448,0,R,SBSP,SBBR
8989,778261,GLO,2082,0,C,SBGL,SBRF
8990,778303,GLO,1544,0,R,SBSP,SBMO
8991,778518,GLO,2071,0,R,SBBR,SBRJ
8992,778651,LCO,1507,0,G,SBKP,SBCB
8993,778747,TAM,3825,0,N,SBBR,SBFZ
8994,778766,GLO,2142,0,R,SBRJ,SBPA
8995,778767,GLO,1502,0,R,SBGR,SBAR
8996,778778,GLO,1020,0,R,SBSP,SBRJ
8997,778956,GLO,2030,0,C,SBGL,SBSV
8998,778990,GLO,1496,0,R,SBGR,SBCG
8999,779061,GLO,1088,0,R,SBGR,SBRJ
9000,779073,GLO,1461,0,R,SBBR,SBSP
9001,779088,GLO,2020,0,R,SBRJ,SBBR
9002,779167,GLO,1720,0,R,SBBR,SBTE
9003,779212,AZU,2625,0,R,SBGR,SBFL
9004,779234,LTG,8440,0,G,SBKP,SBEG
9005,779271,GLO,2089,0,R,SBCT,SBRJ
9006,779320,GLO,1241,0,R,SBPA,SBGR
9007,779335,GLO,2062,0,R,SBRJ,SBBR
9008,779371,GLO,2172,0,R,SBGL,SBCF
9009,779400,GLO,1012,0,R,SBSP,SBRJ
9010,779410,GLO,1991,0,R,SBKP,SBGL
9011,779421,GLO,1488,0,R,SBSP,SBCG
9012,779422,GLO,1734,0,R,SBBR,SBSL
9013,779443,GLO,1740,0,R,SBBR,SBSV
9014,779460,GLO,1522,0,L,SBGR,SBFZ
9015,779489,GLO,1019,0,R,SBRJ,SBSP
9016,779621,GLO,1414,0,R,SBGR,SBBR
9017,779776,GLO,1145,0,R,SBCT,SBSP
9018,779813,GLO,1622,0,R,SBGR,SBRF
9019,779880,AZU,2635,0,R,SBGR,SBFL
9020,779886,TAM,4505,0,R,SBRF,SBGR
9021,779962,GLO,2051,0,R,SBCF,SBRJ
9022,779989,GLO,1520,0,R,SBGR,SBFZ
9023,780039,TAM,4672,0,N,SBSP,SBCF
9024,780078,TAM,3258,0,R,SBSP,SBFI
9025,780102,GLO,1934,0,R,SBSP,SBCF
9026,780104,AZU,5163,0,E,SBSP,SBCT
9027,780106,TAM,4672,0,N,SBCF,SBRF
9028,780145,AZU,4226,0,R,SBCF,SBGR
9029,780148,ONE,6296,0,N,SBGR,SBGO
9030,780149,AZU,2992,0,N,SBKP,SBGL
9031,780159,GLO,2028,0,C,SBGL,SBSV
9032,780205,TAM,4559,0,N,SBRF,SBGL
9033,780230,TAM,4698,0,N,SBCT,SBPA
9034,780329,AZU,5324,0,R,SBKP,SBFZ
9035,780331,AZU,4248,0,N,SBKP,SBCT
9036,780404,TAM,3315,0,N,SBGR,SBTE
9037,780425,TAM,4694,0,R,SBBR,SBJP
9038,780438,TAM,3540,0,E,SBBR,SBMO
9039,780487,TAM,4583,0,E,SBRJ,SBCF
9040,780505,AZU,5252,0,R,SBRF,SBAR
9041,780528,TAM,3645,0,R,SBRJ,SBBR
9042,780554,TAM,3727,0,N,SBSP,SBBR
9043,780556,GLO,1037,0,R,SBRJ,SBSP
9044,780590,AZU,2993,0,N,SBCF,SBKP
9045,780601,AZU,2944,0,R,SBRF,SBJU
9046,780605,TAM,4795,0,N,SBGL,SBCT
9047,780621,AZU,4159,0,R,SBRF,SBGR
9048,780628,GLO,1044,0,R,SBSP,SBRJ
9049,780648,GLO,1046,0,R,SBSP,SBRJ
9050,780660,AZU,4410,0,R,SBRJ,SBGR
9051,780686,AZU,4169,0,R,SBCF,SBGR
9052,780763,GLO,1832,0,C,SBCF,SBSV
9053,780785,TAM,3217,0,N,SBSP,SBSV
9054,780845,GLO,1156,0,R,SBSP,SBMG
9055,780850,TAM,4603,0,N,SBBR,SBGR
9056,780928,GLO,1077,0,R,SBRJ,SBGR
9057,780947,GLO,2190,0,R,SBRJ,SBVT
9058,780958,GLO,1003,0,R,SBRJ,SBSP
9059,780969,GLO,1005,0,R,SBRJ,SBSP
9060,780971,GLO,1990,0,R,SBGL,SBKP
9061,781007,GLO,2176,0,C,SBGL,SBFZ
9062,781018,GLO,2096,0,L,SBGL,SBSG
9063,781166,GLO,1212,0,R,SBSP,SBPA
9064,781253,GLO,2039,0,R,SBBR,SBGL
9065,781267,GLO,1219,0,R,SBPA,SBSP
9066,781270,GLO,1085,0,R,SBRJ,SBGR
9067,781324,GLO,1438,0,R,SBGR,SBGO
9068,781348,GLO,2194,0,R,SBRJ,SBVT
9069,781351,GLO,2055,0,R,SBCF,SBRJ
9070,781399,GLO,1069,0,C,SBGL,SBSP
9071,781519,ONE,6150,0,N,SBGR,SBCF
9072,781606,GLO,2020,0,R,SBBR,SBBV
9073,781625,TAM,4501,0,R,SBGR,SBSV
9074,781649,ONE,6145,0,N,SBCF,SBGR
9075,781730,ONE,6144,0,N,SBGR,SBCF
9076,781784,ONE,6147,0,N,SBCF,SBGR
9077,781842,ONE,6146,0,N,SBGR,SBCF
9078,781897,ONE,6149,0,N,SBCF,SBGR
9079,781935,ONE,6148,0,N,SBGR,SBCF
9080,781998,ONE,6151,0,N,SBCF,SBGR
9081,782645,GLO,1407,0,R,SBBR,SBGR
9082,782849,GLO,1248,0,R,SBGR,SBFL
9083,783077,GLO,1326,0,R,SBCF,SBMK
9084,783447,AZU,5795,0,R,SBPA,SBKP
9085,783529,LTG,8450,0,G,SBKP,SBEG
9086,783595,TAM,4532,0,R,SBGR,SBRF
9087,783720,AZU,2538,0,N,SBKP,SBNF
9088,783823,GLO,1246,0,R,SBGR,SBFL
9089,783903,TAM,3855,0,N,SBSP,SBFI
9090,783916,ONE,8542,0,G,SBGR,SBEG
9091,783962,AZU,5147,0,R,SBCF,SBKP
9092,783992,AZU,4415,0,N,SBKP,SBRJ
9093,784009,AZU,5246,0,R,SBCT,SBCG
9094,784040,AZU,2677,0,N,SBCF,SBCY
9095,784105,TAM,4555,0,N,SBPA,SBBR
9096,784147,GLO,2054,0,R,SBRJ,SBCF
9097,784164,TAM,4549,0,N,SBBR,SBGO
9098,784168,LTG,8472,0,G,SBKP,SBEG
9099,784190,AZU,4100,0,R,SBKP,SBCF
